Country,Employment,ConvertedComp,EdLevel,YearsCodePro
United Kingdom,Employed full-time,480840.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
India,Employed full-time,9468.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Netherlands,Employed full-time,38916.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,46533.0,Some college/university study without earning a degree,6
United Kingdom,Employed full-time,54935.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
India,Employed full-time,6283.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
India,Employed full-time,3768.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Israel,Employed full-time,105072.0,Some college/university study without earning a degree,12
India,Employed full-time,18150.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Belarus,Employed full-time,6264.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Estonia,Employed full-time,51888.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United Kingdom,Employed full-time,465336.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
India,Employed full-time,5026.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Serbia,"Independent contractor, freelancer, or self-employed",41856.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
United Kingdom,Employed full-time,1000000.0,Some college/university study without earning a degree,22
India,Employed full-time,9773.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Czech Republic,"Independent contractor, freelancer, or self-employed",62352.0,Some college/university study without earning a degree,17
Malaysia,Employed full-time,10668.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
France,Employed full-time,41618.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
India,Employed full-time,2016.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
India,Employed full-time,3348.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Pakistan,Employed full-time,3108.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
India,Employed full-time,5026.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Czech Republic,Employed full-time,51964.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
India,Employed full-time,14660.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Russian Federation,Employed full-time,47184.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Sri Lanka,"Independent contractor, freelancer, or self-employed",660.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,64859.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
Pakistan,Employed full-time,1944.0,"Associate degree (A.A., A.S., etc.)",1
France,Employed full-time,162150.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
India,Employed full-time,12007.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
Germany,Employed full-time,48644.0,Some college/university study without earning a degree,4
Germany,Employed full-time,58368.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Georgia,"Independent contractor, freelancer, or self-employed",84804.0,Some college/university study without earning a degree,2
Russian Federation,"Independent contractor, freelancer, or self-employed",37752.0,Some college/university study without earning a degree,7
India,Employed full-time,5196.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United Kingdom,Employed full-time,109871.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
India,Employed full-time,1680.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
France,Employed full-time,35132.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
India,Employed full-time,7536.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Greece,Employed full-time,12972.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",27
Turkey,Employed full-time,35508.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Pakistan,Employed full-time,454.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Viet Nam,Employed full-time,6204.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Kazakhstan,Employed full-time,14340.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
India,Employed full-time,9075.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Romania,Employed part-time,5424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Germany,Employed full-time,70264.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Czech Republic,"Independent contractor, freelancer, or self-employed",25980.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
Germany,Employed full-time,38916.0,Some college/university study without earning a degree,9
Israel,Employed full-time,87552.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6
Ireland,Employed full-time,86478.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Turkey,Employed full-time,19728.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Germany,Employed full-time,70264.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Austria,"Independent contractor, freelancer, or self-employed",24648.0,Some college/university study without earning a degree,3
United Kingdom,Employed full-time,64630.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17
Russian Federation,Employed full-time,46428.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Germany,"Independent contractor, freelancer, or self-employed",172957.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
India,Employed full-time,1680.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
Netherlands,Employed full-time,64859.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Germany,Employed full-time,52.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Viet Nam,Employed full-time,10344.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,13962.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Belgium,Employed full-time,32424.0,Some college/university study without earning a degree,4
South Korea,Employed full-time,36889.0,Some college/university study without earning a degree,6
Canada,Employed full-time,94539.0,"Associate degree (A.A., A.S., etc.)",12
Kenya,Employed full-time,24912.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Ukraine,"Independent contractor, freelancer, or self-employed",24468.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Netherlands,Employed full-time,82656.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",39
India,Employed full-time,5028.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Israel,Employed full-time,49032.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Nigeria,Employed full-time,9876.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
India,Employed full-time,321684.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
India,Employed full-time,6696.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Austria,Employed part-time,17508.0,Some college/university study without earning a degree,3
Romania,Employed full-time,18996.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
South Africa,"Independent contractor, freelancer, or self-employed",32028.0,Some college/university study without earning a degree,30
Egypt,Employed part-time,1920.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Ukraine,Employed full-time,6360.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
Russian Federation,Employed full-time,37620.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
India,Employed full-time,10896.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Belgium,Employed full-time,62366.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
India,Employed full-time,8040.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Lithuania,Employed full-time,15564.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Romania,Employed full-time,15564.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Philippines,Employed full-time,13512.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United Kingdom,Employed full-time,44595.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Estonia,Employed full-time,19452.0,Some college/university study without earning a degree,Less than 1 year
India,Employed full-time,5028.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United Kingdom,Employed full-time,47180.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Russian Federation,Employed full-time,9432.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Bangladesh,Employed full-time,6360.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Russian Federation,Employed full-time,56616.0,"Professional degree (JD, MD, etc.)",5
Kosovo,Employed full-time,10272.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
India,Employed full-time,55847.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Ireland,Employed full-time,70264.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United Kingdom,Employed full-time,64630.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10
Germany,Employed full-time,79993.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Denmark,Employed full-time,112890.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7
Israel,Employed full-time,70044.0,Some college/university study without earning a degree,1
Belarus,"Independent contractor, freelancer, or self-employed",22872.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
Romania,Employed full-time,81420.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",7
India,Employed full-time,4189.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,"Independent contractor, freelancer, or self-employed",129259.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
India,Employed full-time,10896.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Slovenia,Employed full-time,19452.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
India,Employed full-time,4020.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
Belgium,Employed full-time,50320.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Turkey,Employed full-time,13308.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Viet Nam,Employed part-time,1548.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4
India,Employed full-time,251316.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
South Africa,Employed full-time,40030.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Germany,Employed full-time,65940.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Sweden,"Independent contractor, freelancer, or self-employed",55224.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10
Ireland,Employed full-time,42807.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,3348.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Ukraine,"Independent contractor, freelancer, or self-employed",66065.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Romania,Employed full-time,37452.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Argentina,Employed full-time,11712.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
India,Employed full-time,155976.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Spain,Employed full-time,648588.0,"Professional degree (JD, MD, etc.)",12
South Africa,Employed full-time,20820.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Brazil,Employed full-time,48100.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Spain,Employed full-time,15564.0,"Professional degree (JD, MD, etc.)",1
Serbia,Employed full-time,18168.0,Some college/university study without earning a degree,3
Russian Federation,Employed full-time,15096.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Germany,Employed full-time,45396.0,"Associate degree (A.A., A.S., etc.)",5
Israel,Employed part-time,122580.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Russian Federation,Employed full-time,13212.0,"Professional degree (JD, MD, etc.)",2
Italy,"Independent contractor, freelancer, or self-employed",21620.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Hungary,Employed full-time,43239.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20
Poland,Employed full-time,27948.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Poland,Employed full-time,24300.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Poland,"Independent contractor, freelancer, or self-employed",1350.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
France,Employed full-time,64859.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23
Spain,Employed full-time,26484.0,"Professional degree (JD, MD, etc.)",2
Poland,Employed full-time,24300.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Brazil,Employed full-time,13740.0,Some college/university study without earning a degree,10
Germany,"Independent contractor, freelancer, or self-employed",155664.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Canada,Employed full-time,83.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Germany,Employed full-time,135123.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
United Kingdom,Employed full-time,51704.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Tunisia,Employed full-time,3576.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Poland,"Independent contractor, freelancer, or self-employed",59532.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Spain,Employed full-time,39996.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Malta,Employed full-time,64859.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Denmark,Employed full-time,64860.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
Russian Federation,Employed full-time,62910.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",7
South Africa,Employed full-time,32028.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Nigeria,Employed full-time,13632.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Poland,Employed full-time,14280.0,"Professional degree (JD, MD, etc.)",5
Netherlands,Employed full-time,48648.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
United Kingdom,Employed full-time,76263.0,Some college/university study without earning a degree,9
Belgium,Employed full-time,64860.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Slovakia,"Independent contractor, freelancer, or self-employed",32424.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Italy,Employed full-time,32424.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6
Hungary,Employed full-time,11544.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
Israel,Employed full-time,348.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,73900.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
Germany,Employed full-time,4212.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Brazil,Employed full-time,16488.0,Some college/university study without earning a degree,4
India,Employed full-time,2508.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
France,"Independent contractor, freelancer, or self-employed",64859.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
Croatia,Employed full-time,13932.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Belgium,Employed full-time,22056.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
India,Employed full-time,5364.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Ireland,Employed full-time,70264.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
United Kingdom,Employed full-time,54289.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27
Poland,Employed full-time,10632.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year
Switzerland,Employed full-time,65868.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Italy,Employed full-time,39600.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Poland,Employed full-time,60744.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,2000000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39
Czech Republic,Employed full-time,20784.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
United States,Employed full-time,75000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Poland,"Independent contractor, freelancer, or self-employed",17719.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12
Azerbaijan,Employed full-time,0.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
